"ModelName","Label","InferenceTime","Recognition","Accuracy"
"mobilenet_v2_0.35_128","leopard","0.046","",""
"","","","cheetah","0.2985691"
"","","","jaguar","0.26754975"
"","","","leopard","0.23567191"
"","","","Gila monster","0.005069818"
"","","","honeycomb","0.0041780397"
"mobilenet_v2_0.35_128","leopard","0.01","",""
"","","","cheetah","0.8658591"
"","","","leopard","0.018356178"
"","","","baboon","0.016990442"
"","","","lynx","0.015919458"
"","","","hyena","0.009284591"
"mobilenet_v2_0.35_128","leopard","0.009","",""
"","","","jaguar","0.5839394"
"","","","leopard","0.2599849"
"","","","cheetah","0.06022972"
"","","","snow leopard","0.005619965"
"","","","Gila monster","0.0038063666"
"mobilenet_v2_0.35_128","leopard","0.009","",""
"","","","leopard","0.58161247"
"","","","jaguar","0.38206896"
"","","","cheetah","0.020838207"
"","","","snow leopard","6.6754094E-4"
"","","","tiger","3.9555866E-4"
"mobilenet_v2_0.35_128","leopard","0.022","",""
"","","","Gila monster","0.17928725"
"","","","mountain bike","0.034200706"
"","","","cheetah","0.031166969"
"","","","leatherback turtle","0.02954759"
"","","","diamondback","0.028375264"
"mobilenet_v2_0.35_128","leopard","0.009","",""
"","","","leopard","0.619784"
"","","","cheetah","0.10956099"
"","","","jaguar","0.029884715"
"","","","honeycomb","0.028221207"
"","","","fur coat","0.023846311"
"mobilenet_v2_0.35_128","leopard","0.009","",""
"","","","ibex","0.10064703"
"","","","coyote","0.097353235"
"","","","bighorn","0.09482605"
"","","","warthog","0.06399647"
"","","","hartebeest","0.054208416"
"mobilenet_v2_0.35_128","leopard","0.021","",""
"","","","leopard","0.62818176"
"","","","cheetah","0.265802"
"","","","jaguar","0.02745282"
"","","","puffer","0.013924657"
"","","","prairie chicken","0.0030732888"
"mobilenet_v2_0.35_128","leopard","0.009","",""
"","","","cheetah","0.81470454"
"","","","leopard","0.1401756"
"","","","jaguar","0.015919507"
"","","","lynx","0.0033305183"
"","","","lion","0.0015069462"
"mobilenet_v2_0.35_128","leopard","0.009","",""
"","","","leopard","0.52898574"
