"ModelName","Label","InferenceTime","Recognition","Accuracy"
"mobilenet_v1_0.25_128","leopard","0.005","",""
"","","","jaguar","0.76123124"
"","","","leopard","0.23777407"
"","","","cheetah","7.7019294E-4"
"","","","snow leopard","9.5527874E-5"
"","","","tiger cat","6.476345E-5"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","jaguar","0.2957991"
"","","","hyena","0.16477743"
"","","","leopard","0.105962016"
"","","","triceratops","0.07279357"
"","","","cheetah","0.027865056"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","snow leopard","0.899715"
"","","","cheetah","0.032758493"
"","","","hyena","0.024595467"
"","","","leopard","0.011825402"
"","","","lynx","0.005904173"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","hay","0.37634337"
"","","","cheetah","0.11833726"
"","","","bustard","0.0719929"
"","","","leopard","0.028540881"
"","","","gazelle","0.024089225"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","barracouta","0.11412355"
"","","","gar","0.089870185"
"","","","triceratops","0.048667807"
"","","","viaduct","0.03798521"
"","","","starfish","0.031131476"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","leopard","0.92156863"
"","","","jaguar","0.03964432"
"","","","cheetah","0.03774109"
"","","","lynx","2.1466667E-4"
"","","","ruffed grouse","1.8767305E-4"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","jaguar","0.77598774"
"","","","leopard","0.22188364"
"","","","cheetah","9.912297E-4"
"","","","tiger","9.237647E-4"
"","","","snow leopard","9.009112E-5"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","leopard","0.809008"
"","","","cheetah","0.109097935"
"","","","jaguar","0.060944974"
"","","","ptarmigan","0.0065825973"
"","","","prairie chicken","0.0028369264"
"mobilenet_v1_0.25_128","leopard","0.002","",""
"","","","cheetah","0.85989416"
"","","","jaguar","0.08678256"
"","","","leopard","0.05318508"
"","","","Gila monster","6.471691E-5"
"","","","snow leopard","3.6612786E-5"
