"ModelName","Label","InferenceTime","Recognition","Accuracy"
"mobilenet_v1_0.25_128","leopard","0.008","",""
"","","","jaguar","0.76715904"
"","","","leopard","0.23080073"
"","","","cheetah","9.489085E-4"
"","","","tiger","9.0077205E-4"
"","","","snow leopard","7.54916E-5"
"mobilenet_v1_0.25_128","leopard","0.005","",""
"","","","leopard","0.15068913"
"","","","great grey owl","0.096891835"
"","","","ruffed grouse","0.07262083"
"","","","cheetah","0.06549315"
"","","","common newt","0.052122355"
"mobilenet_v1_0.25_128","leopard","0.004","",""
"","","","grey fox","0.14377438"
"","","","leopard","0.1289588"
"","","","fox squirrel","0.108956866"
"","","","mongoose","0.10091932"
"","","","Indian cobra","0.08383262"
"mobilenet_v1_0.25_128","leopard","0.004","",""
"","","","leopard","0.315508"
"","","","snow leopard","0.21952778"
"","","","jaguar","0.19940254"
"","","","Egyptian cat","0.10343911"
"","","","lynx","0.035126556"
"mobilenet_v1_0.25_128","leopard","0.004","",""
"","","","cheetah","0.88031346"
"","","","jaguar","0.07374986"
"","","","leopard","0.045812946"
"","","","Gila monster","5.4371358E-5"
"","","","snow leopard","3.4014534E-5"
"mobilenet_v1_0.25_128","leopard","0.004","",""
"","","","jaguar","0.6933447"
"","","","leopard","0.23610032"
"","","","cheetah","0.07042226"
"","","","snow leopard","1.0767496E-4"
"","","","lynx","6.511938E-6"
"mobilenet_v1_0.25_128","leopard","0.003","",""
"","","","tiger","0.23135734"
"","","","jaguar","0.15752889"
"","","","Leonberg","0.07971307"
"","","","Great Dane","0.054931067"
"","","","whippet","0.04939703"
"mobilenet_v1_0.25_128","leopard","0.004","",""
"","","","cheetah","0.6939768"
"","","","jaguar","0.1690747"
"","","","leopard","0.13375242"
"","","","Egyptian cat","0.0011525297"
"","","","lynx","0.0010469871"
"mobilenet_v1_0.25_128","leopard","0.003","",""
"","","","leopard","0.13070203"
"","","","cheetah","0.110642016"
"","","","jaguar","0.06147611"
"","","","ruffed grouse","0.045547783"
"","","","dung beetle","0.034628067"
"mobilenet_v1_0.25_128","leopard","0.004","",""
"","","","leopard","0.6881308"
"","","","jaguar","0.18927947"
"","","","cheetah","0.11848083"
"","","","Gila monster","0.0014362852"
"","","","puffer","3.276354E-4"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","lion","0.52412164"
"","","","gorilla","0.15121128"
"","","","Arctic_fox","0.08924614"
"","","","ram","0.027897745"
"","","","orangutan","0.021891052"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","lion","0.3873984"
"","","","Arabian camel","0.0365255"
"","","","Norwich terrier","0.036319934"
"","","","plow","0.030026479"
"","","","bighorn","0.021648938"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","wallaby","0.20326105"
"","","","malinois","0.10637768"
"","","","briard","0.06758541"
"","","","water buffalo","0.052636072"
"","","","warthog","0.041770443"
"mobilenet_v1_0.25_128","lion","0.002","",""
"","","","cheetah","0.121341534"
"","","","chow","0.09052345"
"","","","hyena","0.056266714"
"","","","kit fox","0.049302574"
"","","","cocker spaniel","0.04715993"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","lion","0.60740423"
"","","","baboon","0.18685392"
"","","","cougar","0.097421855"
"","","","malinois","0.017282752"
"","","","macaque","0.0097878035"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","hartebeest","0.30068186"
"","","","hyena","0.06268771"
"","","","ibex","0.048811745"
"","","","Sussex spaniel","0.035429403"
"","","","bison","0.031498883"
"mobilenet_v1_0.25_128","lion","0.002","",""
"","","","lion","0.66110003"
"","","","baboon","0.20064126"
"","","","macaque","0.038067702"
"","","","Indian elephant","0.037512526"
"","","","tusker","0.02272851"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","lion","0.4005518"
"","","","soft-coated wheaten terrier","0.10682058"
"","","","cougar","0.10469366"
"","","","standard poodle","0.02321704"
"","","","Airedale","0.02145692"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","lion","0.37031338"
"","","","tiger cat","0.085217245"
"","","","red wolf","0.08206674"
"","","","Norfolk terrier","0.0710723"
"","","","dhole","0.05496669"
"mobilenet_v1_0.25_128","lion","0.003","",""
"","","","coyote","0.42705426"
"","","","lynx","0.14722444"
"","","","lion","0.09471699"
"","","","cougar","0.063049525"
"","","","dhole","0.048992906"
"mobilenet_v1_0.25_128","bee","0.003","",""
"","","","hummingbird","0.46379894"
"","","","bee","0.27143553"
"","","","cabbage butterfly","0.0694689"
"","","","cardoon","0.03886564"
"","","","fly","0.029648542"
"mobilenet_v1_0.25_128","bee","0.003","",""
"","","","bee","0.54530865"
"","","","fly","0.20397246"
"","","","ladybug","0.05902181"
"","","","leaf beetle","0.018158985"
"","","","weevil","0.017334716"
"mobilenet_v1_0.25_128","bee","0.003","",""
"","","","bee","0.108360104"
"","","","comic book","0.06147973"
"","","","book jacket","0.053206198"
"","","","feather boa","0.047067214"
"","","","traffic light","0.035242558"
"mobilenet_v1_0.25_128","bee","0.003","",""
"","","","bee","0.69397724"
"","","","fly","0.13246733"
"","","","weevil","0.020642579"
"","","","rapeseed","0.014368479"
"","","","long-horned beetle","0.01073767"
"mobilenet_v1_0.25_128","bee","0.002","",""
"","","","cicada","0.21148574"
"","","","European fire salamander","0.19654316"
"","","","scorpion","0.05662683"
"","","","box turtle","0.055924747"
"","","","rock crab","0.052339654"
"mobilenet_v1_0.25_128","bee","0.002","",""
"","","","hummingbird","0.34348226"
"","","","bee","0.15389308"
"","","","ant","0.07505817"
"","","","lycaenid","0.07176944"
"","","","admiral","0.044543155"
"mobilenet_v1_0.25_128","bee","0.003","",""
"","","","daisy","0.6375098"
"","","","bee","0.16607946"
"","","","sulphur butterfly","0.09015275"
"","","","cabbage butterfly","0.020648994"
"","","","monarch","0.0115691265"
"mobilenet_v1_0.25_128","bee","0.003","",""
"","","","hip","0.5908673"
"","","","hummingbird","0.13395558"
"","","","lorikeet","0.08586781"
"","","","monarch","0.03706462"
"","","","bee","0.028243916"
"mobilenet_v1_0.25_128","bee","0.003","",""
"","","","bee","0.30005318"
"","","","cabbage butterfly","0.15113543"
"","","","dragonfly","0.11628717"
"","","","monarch","0.09723776"
"","","","hummingbird","0.07338457"
"mobilenet_v1_0.25_128","bee","0.002","",""
"","","","bee","0.88647217"
"","","","daisy","0.070525475"
"","","","cabbage butterfly","0.012559888"
"","","","sulphur butterfly","0.009214212"
"","","","pinwheel","0.005521096"
"mobilenet_v1_0.25_128","daisy","0.004","",""
"","","","daisy","0.9996081"
"","","","cabbage butterfly","1.4608391E-4"
"","","","bee","1.0476501E-4"
"","","","buckeye","7.722855E-5"
"","","","sea urchin","1.6184478E-5"
"mobilenet_v1_0.25_128","daisy","0.003","",""
"","","","daisy","0.99971"
"","","","sea urchin","8.6990345E-5"
"","","","cabbage butterfly","5.75585E-5"
"","","","lorikeet","2.9673083E-5"
"","","","lemon","1.8146266E-5"
"mobilenet_v1_0.25_128","daisy","0.003","",""
"","","","daisy","0.49899173"
"","","","coral fungus","0.46899545"
"","","","bee","0.007440586"
"","","","sea urchin","0.0037753223"
"","","","pineapple","0.0031504224"
"mobilenet_v1_0.25_128","daisy","0.003","",""
"","","","daisy","0.9957163"
"","","","cabbage butterfly","0.0039019217"
"","","","sulphur butterfly","1.4866763E-4"
"","","","lycaenid","7.104765E-5"
"","","","bee","4.2045795E-5"
"mobilenet_v1_0.25_128","daisy","0.003","",""
"","","","daisy","0.99986506"
"","","","cabbage butterfly","1.02783306E-4"
"","","","bee","1.9600007E-5"
"","","","sulphur butterfly","9.1343945E-6"
"","","","lycaenid","8.0135857E-7"
"mobilenet_v1_0.25_128","daisy","0.003","",""
"","","","rapeseed","0.5202268"
"","","","daisy","0.20492268"
"","","","bee","0.16125467"
"","","","sulphur butterfly","0.035456512"
"","","","yellow lady's slipper","0.026945557"
"mobilenet_v1_0.25_128","daisy","0.003","",""
"","","","daisy","0.99428695"
"","","","bee","0.002437237"
"","","","cabbage butterfly","0.0013153513"
"","","","cardoon","4.8391978E-4"
"","","","sea anemone","3.7055605E-4"
"mobilenet_v1_0.25_128","daisy","0.003","",""
"","","","daisy","0.84732985"
"","","","cabbage butterfly","0.1470171"
