mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8430977
,,,spotlight,4.084215
,,,nematode,4.0226007
,,,digital clock,4.0152025
,,,lighter,3.8908718
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8232174
,,,spotlight,4.0643525
,,,nematode,4.0530534
,,,digital clock,4.0110173
,,,lighter,3.8959663
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8060327
,,,spotlight,4.0600724
,,,nematode,4.0315356
,,,digital clock,4.0002637
,,,lighter,3.8815515
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8410172
,,,spotlight,4.0749393
,,,nematode,4.0497775
,,,digital clock,4.01644
,,,lighter,3.899231
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.850528
,,,spotlight,4.078422
,,,nematode,4.0370774
,,,digital clock,4.0215793
,,,lighter,3.897821
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8251166
,,,spotlight,4.0673556
,,,nematode,4.032492
,,,digital clock,4.0121617
,,,lighter,3.8860233
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.833892
,,,spotlight,4.079754
,,,nematode,4.0180306
,,,digital clock,4.006576
,,,lighter,3.891391
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.837073
,,,spotlight,4.0775814
,,,nematode,4.0355277
,,,digital clock,4.0077915
,,,lighter,3.8923833
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.832502
,,,spotlight,4.073921
,,,nematode,4.021882
,,,digital clock,4.012337
,,,lighter,3.883242
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8414617
,,,spotlight,4.0963974
,,,nematode,4.0308886
,,,digital clock,4.0207267
,,,lighter,3.899811
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8077555
,,,spotlight,4.0747514
,,,nematode,4.043048
,,,digital clock,4.011966
,,,lighter,3.8801653
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.832684
,,,spotlight,4.089285
,,,nematode,4.0347857
,,,digital clock,4.018188
,,,lighter,3.9005413
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.838411
,,,spotlight,4.081685
,,,nematode,4.0340753
,,,digital clock,4.0106015
,,,lighter,3.896671
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8281627
,,,spotlight,4.067921
,,,nematode,4.033667
,,,digital clock,4.022894
,,,lighter,3.8886423
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.818826
,,,spotlight,4.064102
,,,nematode,4.047977
,,,digital clock,4.0166497
,,,lighter,3.8854556
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.838127
,,,spotlight,4.081253
,,,nematode,4.0363584
,,,digital clock,4.0249453
,,,lighter,3.9017293
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8095527
,,,spotlight,4.0622296
,,,nematode,4.038669
,,,digital clock,4.007642
,,,lighter,3.8754582
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8447866
,,,spotlight,4.090085
,,,nematode,4.037849
,,,digital clock,4.0206356
,,,lighter,3.900117
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.8339534
,,,spotlight,4.0756693
,,,nematode,4.053942
,,,digital clock,4.019682
,,,lighter,3.8946757
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.813388
,,,spotlight,4.0733776
,,,nematode,4.031891
,,,digital clock,4.0158305
,,,lighter,3.8814692
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.853233
,,,spotlight,4.088355
,,,nematode,4.041844
,,,digital clock,4.0182433
,,,lighter,3.9050608
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.827215
,,,spotlight,4.0778093
,,,nematode,4.041834
,,,digital clock,4.0131583
,,,lighter,3.8989592
mobilenet_v3_1.0_224_small,label,0.8096234798431396
,,,match,4.845902
,,,spotlight,4.0782876
,,,nematode,4.052913
