"ModelName","Label","InferenceTime","Recognition","Accuracy"
"mobilenet_v2_0.35_128","leopard","0.007","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.011","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06665039"
"","","","dishrag","0.05834961"
"","","","apron","0.04421997"
"","","","shower curtain","0.043548584"
"","","","tile roof","0.038269043"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","leopard","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.004","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.008","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lion","0.002","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.005","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.004","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.007","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.002","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.004","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","bee","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.004","",""
"","","","bottlecap","0.06665039"
"","","","dishrag","0.05834961"
"","","","apron","0.04421997"
"","","","shower curtain","0.043548584"
"","","","tile roof","0.038269043"
"mobilenet_v2_0.35_128","daisy","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.005","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.004","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","daisy","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lemon","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lemon","0.002","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lemon","0.004","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
"","","","tile roof","0.039978027"
"mobilenet_v2_0.35_128","lemon","0.003","",""
"","","","bottlecap","0.06365967"
"","","","dishrag","0.05444336"
"","","","shower curtain","0.044433594"
"","","","apron","0.043395996"
