"ModelName","Label","InferenceTime","Recognition","Accuracy"
"mobilenet_v1_0.25_128","leopard","0.008","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.024","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.004","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.01","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.017","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.015","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.015","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.009","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.007","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","leopard","0.009","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","lion","0.009","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
"","","","letter opener","0.017558089"
"","","","whistle","0.01755408"
"","","","screw","0.015240671"
"mobilenet_v1_0.25_128","lion","0.007","",""
"","","","nematode","0.025139274"
"","","","nail","0.01869323"
