"ModelName","Label","InferenceTime","Recognition","Accuracy"
"v3-large-minimalistic_224_1.0_float","leopard","0.011","",""
"","","","leopard","0.7936065"
"","","","jaguar","0.1798661"
"","","","snow leopard","0.0038665747"
"","","","cheetah","0.0017090933"
"","","","Egyptian cat","6.94594E-4"
"v3-large-minimalistic_224_1.0_float","leopard","0.011","",""
"","","","cheetah","0.34239346"
"","","","leopard","0.29286465"
"","","","honeycomb","0.09433932"
"","","","jaguar","0.06768514"
"","","","banded gecko","0.016651876"
"v3-large-minimalistic_224_1.0_float","leopard","0.012","",""
"","","","leopard","0.6825484"
"","","","jaguar","0.13545588"
"","","","lynx","0.079630405"
"","","","snow leopard","0.016954288"
"","","","Egyptian cat","0.0128981415"
"v3-large-minimalistic_224_1.0_float","leopard","0.013","",""
"","","","cheetah","0.92795455"
"","","","lion","0.017673131"
"","","","jaguar","0.01127769"
"","","","snow leopard","0.0084136715"
"","","","leopard","0.004364955"
"v3-large-minimalistic_224_1.0_float","leopard","0.011","",""
"","","","snow leopard","0.6946932"
"","","","hyena","0.021559445"
"","","","lynx","0.016922204"
"","","","leopard","0.009093254"
"","","","llama","0.005624117"
"v3-large-minimalistic_224_1.0_float","leopard","0.017","",""
"","","","cheetah","0.68579173"
"","","","leopard","0.018275732"
"","","","jaguar","0.008334618"
"","","","lynx","0.0069366847"
"","","","snow leopard","0.005455311"
"v3-large-minimalistic_224_1.0_float","leopard","0.017","",""
"","","","jaguar","0.6857698"
"","","","leopard","0.24451874"
"","","","cheetah","0.008366972"
"","","","snow leopard","0.002791658"
"","","","lynx","0.0011913333"
"v3-large-minimalistic_224_1.0_float","leopard","0.014","",""
"","","","leopard","0.9803735"
"","","","jaguar","0.011019344"
"","","","cheetah","0.001260721"
"","","","Komodo_dragon","8.49594E-5"
"","","","snow leopard","7.9811936E-5"
"v3-large-minimalistic_224_1.0_float","leopard","0.016","",""
"","","","leopard","0.64047325"
"","","","jaguar","0.30730242"
"","","","cheetah","0.0053288997"
"","","","snow leopard","0.003868367"
"","","","Egyptian cat","0.0023554661"
"v3-large-minimalistic_224_1.0_float","leopard","0.011","",""
"","","","lynx","0.7673718"
"","","","Egyptian cat","0.094558746"
"","","","leopard","0.027733995"
"","","","jaguar","0.016496161"
"","","","cheetah","0.006188291"
"v3-large-minimalistic_224_1.0_float","lion","0.015","",""
"","","","lion","0.8844842"
"","","","cheetah","0.04651116"
"","","","leopard","0.010019525"
"","","","cougar","0.005198063"
"","","","lynx","0.0046595125"
"v3-large-minimalistic_224_1.0_float","lion","0.014","",""
