"ModelName","Label","InferenceTime","Recognition","Accuracy"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.026","",""
"","","","Egyptian cat","0.313637"
"","","","cheetah","0.18839607"
"","","","snow leopard","0.06262184"
"","","","leopard","0.05159852"
"","","","hyena","0.029999444"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","cheetah","0.34461245"
"","","","leopard","0.29183435"
"","","","honeycomb","0.09381135"
"","","","jaguar","0.06682309"
"","","","banded gecko","0.016745953"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","snow leopard","0.9346956"
"","","","leopard","0.042342484"
"","","","jaguar","9.1087125E-4"
"","","","lynx","5.8386446E-4"
"","","","tiger","5.388125E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","leopard","0.8909064"
"","","","cheetah","0.018291539"
"","","","jaguar","0.0142293405"
"","","","black grouse","0.005135402"
"","","","indri","0.0050304993"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","leopard","0.6029798"
"","","","cheetah","0.12676275"
"","","","jaguar","0.027528303"
"","","","honeycomb","0.008956512"
"","","","hyena","0.0072666337"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","leopard","0.98041326"
"","","","jaguar","0.010970828"
"","","","cheetah","0.0012549084"
"","","","Komodo_dragon","8.575211E-5"
"","","","snow leopard","7.878277E-5"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","leopard","0.89123666"
"","","","jaguar","0.057876494"
"","","","cheetah","0.005085295"
"","","","whiptail","8.895065E-4"
"","","","snow leopard","8.7377225E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","leopard","0.85282624"
"","","","jaguar","0.13151044"
"","","","cheetah","0.0058854404"
"","","","snow leopard","0.0011162987"
"","","","whiptail","5.553411E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.023","",""
"","","","cheetah","0.94958615"
"","","","leopard","0.0047536097"
"","","","jaguar","0.0011142287"
"","","","hyena","9.108587E-4"
"","","","snow leopard","4.6300827E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.022","",""
"","","","leopard","0.5067981"
"","","","snow leopard","0.21049903"
"","","","jaguar","0.17139617"
"","","","cheetah","0.010764848"
"","","","lynx","0.0026201424"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.023","",""
"","","","lion","0.8609179"
"","","","Persian cat","0.08568613"
"","","","chow","0.038235933"
"","","","Pomeranian","0.0035709771"
"","","","Angora","6.008974E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.022","",""
"","","","lion","0.9791008"
"","","","bison","0.004314478"
"","","","dhole","0.0020603766"
"","","","chow","0.0019440878"
"","","","sorrel","0.0011809426"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.021","",""
"","","","lion","0.88774586"
"","","","African hunting dog","0.024205916"
"","","","red wolf","0.011011895"
"","","","kit fox","0.0087197535"
"","","","coyote","0.0058013145"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.022","",""
"","","","lion","0.96335286"
"","","","lynx","0.0016603484"
"","","","tiger","0.0014025178"
"","","","cougar","0.001160149"
"","","","snow leopard","0.0011082821"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.023","",""
"","","","lion","0.581254"
"","","","tiger","0.11299831"
"","","","hyena","0.07184579"
"","","","cheetah","0.055512324"
"","","","dhole","0.024146385"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.022","",""
"","","","lion","0.98619616"
"","","","cheetah","0.0025624"
"","","","cougar","0.0010468051"
"","","","leopard","7.979056E-4"
"","","","hyena","3.2566127E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.022","",""
"","","","lion","0.907913"
"","","","dhole","0.05319491"
"","","","coyote","0.0068788663"
"","","","red fox","0.002860617"
"","","","red wolf","0.0026540759"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.022","",""
"","","","lion","0.9116821"
"","","","chow","0.0034122297"
"","","","tiger","0.0013331191"
"","","","lynx","0.0012534572"
"","","","cougar","9.766152E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.022","",""
"","","","lion","0.9284495"
"","","","dingo","0.006183356"
"","","","cougar","0.0035717748"
"","","","timber wolf","0.0017751456"
"","","","dhole","0.0014661518"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.022","",""
"","","","lion","0.92113715"
"","","","cougar","0.015617057"
"","","","lynx","0.012591653"
"","","","dingo","0.0036106561"
"","","","wombat","0.0035025328"
"mobilenet_v3-large-minimalistic_224_1.0_float","bee","0.023","",""
"","","","bee","0.9433292"
"","","","admiral","0.0053143622"
"","","","ringlet","0.0043878863"
"","","","ant","0.003905107"
"","","","cardoon","0.00281104"
"mobilenet_v3-large-minimalistic_224_1.0_float","bee","0.022","",""
"","","","bee","0.9424931"
"","","","fly","0.029889846"
"","","","wolf spider","0.008830768"
"","","","barn spider","0.001392018"
"","","","weevil","0.0012400604"
"mobilenet_v3-large-minimalistic_224_1.0_float","bee","0.022","",""
"","","","bee","0.96880865"
"","","","ant","0.0030674927"
"","","","fly","0.0029301739"
"","","","ringlet","0.002559569"
"","","","rapeseed","0.0018098872"
"mobilenet_v3-large-minimalistic_224_1.0_float","bee","0.022","",""
"","","","bee","0.62154585"
"","","","fly","0.05584438"
"","","","long-horned beetle","0.049399402"
"","","","ant","0.025122736"
"","","","hummingbird","0.017638769"
"mobilenet_v3-large-minimalistic_224_1.0_float","bee","0.021","",""
"","","","bee","0.36083868"
"","","","grasshopper","0.19330518"
"","","","dragonfly","0.071637124"
"","","","fly","0.06613338"
"","","","cricket","0.065534525"
"mobilenet_v3-large-minimalistic_224_1.0_float","bee","0.022","",""
"","","","bee","0.9959008"
"","","","fly","0.0018124285"
"","","","admiral","2.2915777E-4"
"","","","honeycomb","2.2363874E-4"
"","","","daisy","2.1518451E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","bee","0.022","",""
"","","","bee","0.9277603"
"","","","fly","0.01244746"
"","","","leaf beetle","0.0075182165"
"","","","cicada","0.00451045"
