"ModelName","Label","InferenceTime","Recognition","Accuracy"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.012","",""
"","","","leopard","0.5756836"
"","","","cheetah","0.23449707"
"","","","jaguar","0.080078125"
"","","","hyena","0.011009216"
"","","","curly-coated retriever","0.008476257"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.006","",""
"","","","leopard","0.7685547"
"","","","jaguar","0.039642334"
"","","","snow leopard","0.023666382"
"","","","cheetah","0.011581421"
"","","","tiger","0.008811951"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.006","",""
"","","","cheetah","0.86816406"
"","","","leopard","0.08728027"
"","","","hyena","0.0047340393"
"","","","gazelle","0.0043640137"
"","","","impala","0.0036735535"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.006","",""
"","","","Egyptian cat","0.31958008"
"","","","cheetah","0.18640137"
"","","","snow leopard","0.06341553"
"","","","leopard","0.05218506"
"","","","hyena","0.029159546"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.006","",""
"","","","leopard","0.703125"
"","","","cheetah","0.21789551"
"","","","jaguar","0.047851562"
"","","","snow leopard","0.0031700134"
"","","","hyena","0.003036499"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.006","",""
"","","","snow leopard","0.9248047"
"","","","leopard","0.034362793"
"","","","jaguar","0.0018863678"
"","","","cheetah","8.840561E-4"
"","","","lynx","8.034706E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.005","",""
"","","","leopard","0.68359375"
"","","","jaguar","0.13781738"
"","","","lynx","0.076660156"
"","","","snow leopard","0.017044067"
"","","","Egyptian cat","0.013122559"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.008","",""
"","","","cheetah","0.8833008"
"","","","jaguar","0.018630981"
"","","","leopard","0.0116119385"
"","","","lynx","0.0026474"
"","","","snow leopard","0.0023040771"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.006","",""
"","","","cheetah","0.6274414"
"","","","leopard","0.23999023"
"","","","jaguar","0.012374878"
"","","","impala","0.0020561218"
"","","","gazelle","0.0017967224"
"mobilenet_v3-large-minimalistic_224_1.0_float","leopard","0.006","",""
"","","","leopard","0.7973633"
"","","","jaguar","0.057525635"
"","","","cheetah","0.030426025"
"","","","banded gecko","0.02166748"
"","","","sidewinder","0.0066604614"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.01","",""
"","","","lion","0.9975586"
"","","","cougar","4.246235E-4"
"","","","background","0.0"
"","","","background","0.0"
"","","","background","0.0"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.011","",""
"","","","handkerchief","0.23828125"
"","","","binder","0.08666992"
"","","","window screen","0.062927246"
"","","","wallet","0.051940918"
"","","","desktop computer","0.026733398"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.006","",""
"","","","lion","0.9902344"
"","","","chow","3.144741E-4"
"","","","cheetah","1.9955635E-4"
"","","","macaque","1.3422966E-4"
"","","","bison","1.2469292E-4"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.006","",""
"","","","lion","0.8745117"
"","","","cheetah","0.049346924"
"","","","leopard","0.010795593"
"","","","cougar","0.005367279"
"","","","lynx","0.004962921"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.005","",""
"","","","lion","0.6118164"
"","","","Irish terrier","0.09307861"
"","","","Airedale","0.07897949"
"","","","macaque","0.026046753"
"","","","Lakeland terrier","0.010002136"
"mobilenet_v3-large-minimalistic_224_1.0_float","lion","0.006","",""
