"ModelName","Label","InferenceTime","Recognition","Accuracy"
mobilenet_v1_0.5_128_quant,label,0.05347108840942383
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.3034554
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.05347108840942383
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,4.0165586
mobilenet_v1_0.5_128_quant,label,0.05270886421203613
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.05270886421203613
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.3034554
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.05248904228210449
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.05248904228210449
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,lampshade,3.87311
mobilenet_v1_0.5_128_quant,label,0.05279231071472168
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,lampshade,3.87311
mobilenet_v1_0.5_128_quant,label,0.05279231071472168
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.3034554
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.0529024600982666
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.0529024600982666
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,lampshade,3.87311
mobilenet_v1_0.5_128_quant,label,0.05256462097167969
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,lampshade,3.87311
mobilenet_v1_0.5_128_quant,label,0.05256462097167969
,,,nematode,5.020698
,,,spotlight,4.5903525
,,,match,4.3034554
,,,jack-o'-lantern,4.160007
,,,digital clock,4.0165586
mobilenet_v1_0.5_128_quant,label,0.05259060859680176
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
,,,digital clock,3.87311
mobilenet_v1_0.5_128_quant,label,0.05259060859680176
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.3034554
,,,digital clock,4.0165586
,,,jack-o'-lantern,4.0165586
mobilenet_v1_0.5_128_quant,label,0.052457571029663086
,,,nematode,4.8772497
,,,spotlight,4.5903525
,,,match,4.160007
,,,jack-o'-lantern,4.0165586
