"ModelName","Label","InferenceTime","Recognition","Accuracy"
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8397164
,,,spotlight,4.0864997
,,,nematode,4.039445
,,,digital clock,4.021906
,,,lighter,3.8960788
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.834268
,,,spotlight,4.062562
,,,nematode,4.0311084
,,,digital clock,4.017108
,,,lighter,3.8837566
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8257937
,,,spotlight,4.0785847
,,,nematode,4.035499
,,,digital clock,4.01445
,,,lighter,3.8928647
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.804388
,,,spotlight,4.0553427
,,,nematode,4.049976
,,,digital clock,4.0115876
,,,lighter,3.8865411
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8733907
,,,spotlight,4.102118
,,,nematode,4.0493064
,,,digital clock,4.0361557
,,,lighter,3.9141617
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8474593
,,,spotlight,4.0932164
,,,nematode,4.0338407
,,,digital clock,4.02204
,,,lighter,3.900989
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8037877
,,,nematode,4.058378
,,,spotlight,4.043416
,,,digital clock,4.0113387
,,,lighter,3.8840985
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8345075
,,,spotlight,4.0852637
,,,nematode,4.041472
,,,digital clock,4.0135727
,,,lighter,3.8956108
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.822141
,,,spotlight,4.0745254
,,,nematode,4.0511765
,,,digital clock,4.0168166
,,,lighter,3.8844905
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8321257
,,,spotlight,4.0789924
,,,nematode,4.046332
,,,digital clock,4.0241585
,,,lighter,3.8981884
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8346877
,,,spotlight,4.0723658
,,,nematode,4.041777
,,,digital clock,4.01815
,,,lighter,3.8840857
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8439827
,,,spotlight,4.0904713
,,,nematode,4.037299
,,,digital clock,4.0170712
,,,lighter,3.8964188
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.822027
,,,spotlight,4.06305
,,,nematode,4.0427184
,,,digital clock,4.009742
,,,lighter,3.8866763
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.8104568
,,,spotlight,4.059647
,,,nematode,4.0347033
,,,digital clock,4.008259
,,,lighter,3.8761582
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.815021
,,,spotlight,4.078659
,,,nematode,4.0374985
,,,digital clock,4.017552
,,,lighter,3.8943968
mobilenet_v3_1.0_224_small,label,0.4157872200012207
,,,match,4.819972
,,,spotlight,4.0681443
,,,nematode,4.0467434
,,,digital clock,4.014349
,,,lighter,3.8890584
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.817883
,,,spotlight,4.0693836
,,,nematode,4.024008
,,,digital clock,4.0120716
,,,lighter,3.8721886
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.813373
,,,spotlight,4.0653586
,,,nematode,4.0372615
,,,digital clock,4.007163
,,,lighter,3.8799465
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8394804
,,,spotlight,4.086607
,,,nematode,4.0400643
,,,digital clock,4.0205345
,,,lighter,3.8968427
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8264694
,,,spotlight,4.074062
,,,nematode,4.0537295
,,,digital clock,4.0209002
,,,lighter,3.88681
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8773904
,,,spotlight,4.110041
,,,nematode,4.02717
,,,digital clock,4.025856
,,,lighter,3.907944
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8544273
,,,spotlight,4.085403
,,,nematode,4.0497065
,,,digital clock,4.019376
,,,lighter,3.904755
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.837761
,,,spotlight,4.0735345
,,,nematode,4.034402
,,,digital clock,4.016386
,,,lighter,3.898925
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8168473
,,,spotlight,4.063188
,,,nematode,4.0475
,,,digital clock,4.0104575
,,,lighter,3.8909817
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8330083
,,,spotlight,4.0635734
,,,nematode,4.048627
,,,digital clock,4.019755
,,,lighter,3.8868265
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.836793
,,,spotlight,4.0719647
,,,nematode,4.026626
,,,digital clock,4.0035973
,,,lighter,3.8834004
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.868468
,,,spotlight,4.095994
,,,nematode,4.035471
,,,digital clock,4.0264764
,,,lighter,3.9087312
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8562217
,,,spotlight,4.0947337
,,,nematode,4.0443745
,,,digital clock,4.03188
,,,lighter,3.9009686
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.818944
,,,spotlight,4.0592136
,,,nematode,4.0471063
,,,digital clock,4.0141215
,,,lighter,3.880555
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.829078
,,,spotlight,4.0785623
,,,nematode,4.032889
,,,digital clock,4.0255713
,,,lighter,3.889538
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8014812
,,,spotlight,4.0572386
,,,nematode,4.04102
,,,digital clock,4.0083284
,,,lighter,3.8775563
mobilenet_v3_1.0_224_small,label,0.4177405834197998
,,,match,4.8459563
,,,spotlight,4.0894055
,,,nematode,4.048439
,,,digital clock,4.020117
,,,lighter,3.900708
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5629654
,,,nematode,4.2781854
,,,spotlight,3.686145
,,,digital clock,3.5680854
,,,jack-o'-lantern,3.1367826
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5282307
,,,nematode,4.277066
,,,spotlight,3.6460445
,,,digital clock,3.5534086
,,,jack-o'-lantern,3.1158538
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.52786
,,,nematode,4.2111983
,,,spotlight,3.6392524
,,,digital clock,3.5418148
,,,jack-o'-lantern,3.1184127
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5258536
,,,nematode,4.2504535
,,,spotlight,3.6436312
,,,digital clock,3.5433347
,,,jack-o'-lantern,3.1100273
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.505747
,,,nematode,4.2312956
,,,spotlight,3.6225111
,,,digital clock,3.5358346
,,,jack-o'-lantern,3.1029017
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.4919844
,,,nematode,4.1768656
,,,spotlight,3.5919325
,,,digital clock,3.5081983
,,,jack-o'-lantern,3.0820217
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5282817
,,,nematode,4.234941
,,,spotlight,3.6473014
,,,digital clock,3.5432642
,,,jack-o'-lantern,3.1178536
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.537757
,,,nematode,4.2504272
,,,spotlight,3.646973
,,,digital clock,3.551079
,,,jack-o'-lantern,3.1145296
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.53715
,,,nematode,4.2527356
,,,spotlight,3.6606967
,,,digital clock,3.5515914
,,,jack-o'-lantern,3.131889
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5334272
,,,nematode,4.2618093
,,,spotlight,3.652109
,,,digital clock,3.5582547
,,,jack-o'-lantern,3.1261373
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.54022
,,,nematode,4.231759
,,,spotlight,3.661145
,,,digital clock,3.5489855
,,,jack-o'-lantern,3.1278386
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.539635
,,,nematode,4.2490926
,,,spotlight,3.6520002
,,,digital clock,3.552055
,,,jack-o'-lantern,3.1172414
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5311027
,,,nematode,4.22505
,,,spotlight,3.6471689
,,,digital clock,3.5389261
,,,jack-o'-lantern,3.1177015
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5093904
,,,nematode,4.242175
,,,spotlight,3.61884
,,,digital clock,3.5267305
,,,jack-o'-lantern,3.0925362
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5094
,,,nematode,4.255309
,,,spotlight,3.6227405
,,,digital clock,3.5379157
,,,jack-o'-lantern,3.0973272
mobilenet_v3_1.0_224_small_minimalistic,label,0.34191417694091797
,,,match,4.5359235
,,,nematode,4.263929
,,,spotlight,3.65646
,,,digital clock,3.5565722
,,,jack-o'-lantern,3.1251352
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.521992
,,,nematode,4.250808
,,,spotlight,3.6375144
,,,digital clock,3.5443547
,,,jack-o'-lantern,3.1106117
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.5291653
,,,nematode,4.2422495
,,,spotlight,3.6514285
,,,digital clock,3.5442548
,,,jack-o'-lantern,3.1215405
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.534855
,,,nematode,4.2517037
,,,spotlight,3.6544821
,,,digital clock,3.54673
,,,jack-o'-lantern,3.1176164
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.535216
,,,nematode,4.2610726
,,,spotlight,3.657225
,,,digital clock,3.5534916
,,,jack-o'-lantern,3.1240604
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.542536
,,,nematode,4.267575
,,,spotlight,3.6637247
,,,digital clock,3.5567672
,,,jack-o'-lantern,3.1236272
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.541074
,,,nematode,4.271934
,,,spotlight,3.659437
,,,digital clock,3.557279
,,,jack-o'-lantern,3.1243231
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.5350223
,,,nematode,4.2625055
,,,spotlight,3.6534379
,,,digital clock,3.5503488
,,,jack-o'-lantern,3.1194472
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.531377
,,,nematode,4.262254
,,,spotlight,3.6462486
,,,digital clock,3.5455947
,,,jack-o'-lantern,3.1111526
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.542968
,,,nematode,4.2733645
,,,spotlight,3.6621273
,,,digital clock,3.5500793
,,,jack-o'-lantern,3.1277149
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.5210524
,,,nematode,4.2356744
,,,spotlight,3.6356022
,,,digital clock,3.5359597
,,,jack-o'-lantern,3.1038458
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.519759
,,,nematode,4.2340026
,,,spotlight,3.62726
,,,digital clock,3.5363612
,,,jack-o'-lantern,3.101277
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.5060534
,,,nematode,4.2088895
,,,spotlight,3.617915
,,,digital clock,3.5282052
,,,jack-o'-lantern,3.096606
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.5280914
,,,nematode,4.2514324
,,,spotlight,3.6423528
,,,digital clock,3.5520942
,,,jack-o'-lantern,3.1148336
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.5544844
,,,nematode,4.272215
,,,spotlight,3.6794426
,,,digital clock,3.555102
,,,jack-o'-lantern,3.1331584
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.522407
,,,nematode,4.269792
,,,spotlight,3.6409614
,,,digital clock,3.558741
,,,jack-o'-lantern,3.1205666
mobilenet_v3_1.0_224_small_minimalistic,label,0.34710049629211426
,,,match,4.5539074
,,,nematode,4.262172
,,,spotlight,3.6756518
,,,digital clock,3.5606978
,,,jack-o'-lantern,3.1352224
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8380623
,,,nematode,4.073252
,,,lighter,4.0274296
,,,spotlight,3.9015324
,,,digital clock,3.7975414
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.835265
,,,nematode,4.065252
,,,lighter,4.0255747
,,,spotlight,3.9050403
,,,digital clock,3.7938912
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8412995
,,,nematode,4.069731
,,,lighter,4.027965
,,,spotlight,3.9077675
,,,digital clock,3.7943766
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8427854
,,,nematode,4.0724554
,,,lighter,4.030321
,,,spotlight,3.906694
,,,digital clock,3.7986116
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.841277
,,,nematode,4.0681024
,,,lighter,4.0289598
,,,spotlight,3.9061837
,,,digital clock,3.7935827
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.835147
,,,nematode,4.0795503
,,,lighter,4.0201235
,,,spotlight,3.8970363
,,,digital clock,3.7959876
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.837864
,,,nematode,4.0718174
,,,lighter,4.02197
,,,spotlight,3.9006405
,,,digital clock,3.7946122
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8327765
,,,nematode,4.0734763
,,,lighter,4.02049
,,,spotlight,3.8927624
,,,digital clock,3.7955322
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.835653
,,,nematode,4.0749087
,,,lighter,4.023707
,,,spotlight,3.8961692
,,,digital clock,3.7916038
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8396897
,,,nematode,4.07079
,,,lighter,4.025269
,,,spotlight,3.9045582
,,,digital clock,3.7972543
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8315496
,,,nematode,4.077285
,,,lighter,4.021262
,,,spotlight,3.8971834
,,,digital clock,3.793479
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.83165
,,,nematode,4.0733404
,,,lighter,4.0172954
,,,spotlight,3.8927362
,,,digital clock,3.7907376
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8350053
,,,nematode,4.080021
,,,lighter,4.018942
,,,spotlight,3.9004085
,,,digital clock,3.7976546
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.839969
,,,nematode,4.078783
,,,lighter,4.0239882
,,,spotlight,3.903015
,,,digital clock,3.8000677
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.8402247
,,,nematode,4.0768485
,,,lighter,4.0273247
,,,spotlight,3.9017713
,,,digital clock,3.7980242
mobilenet_v3_0.75_224_large,label,1.0455758571624756
,,,match,4.842894
,,,nematode,4.075327
,,,lighter,4.030369
,,,spotlight,3.9023526
,,,digital clock,3.799907
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.838008
,,,nematode,4.0680037
,,,lighter,4.022003
,,,spotlight,3.9043272
,,,digital clock,3.7944646
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.8317165
,,,nematode,4.0814066
,,,lighter,4.018395
,,,spotlight,3.8974185
,,,digital clock,3.8002717
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.836819
,,,nematode,4.0802174
,,,lighter,4.020918
,,,spotlight,3.898459
,,,digital clock,3.796829
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.8363585
,,,nematode,4.076583
,,,lighter,4.0199556
,,,spotlight,3.8980765
,,,digital clock,3.7976644
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.831293
,,,nematode,4.0754747
,,,lighter,4.0199633
,,,spotlight,3.8920317
,,,digital clock,3.7914288
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.8318963
,,,nematode,4.07158
,,,lighter,4.018983
,,,spotlight,3.8969064
,,,digital clock,3.7902493
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.836566
,,,nematode,4.0745316
,,,lighter,4.022131
,,,spotlight,3.8972661
,,,digital clock,3.7963786
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.835324
,,,nematode,4.0812945
,,,lighter,4.0191274
,,,spotlight,3.8980563
,,,digital clock,3.794389
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.834074
,,,nematode,4.0753345
,,,lighter,4.0211062
,,,spotlight,3.8974037
,,,digital clock,3.7936528
mobilenet_v3_0.75_224_large,label,1.0499746799468994
,,,match,4.8427243
,,,nematode,4.075154
